"N","Timestamp","Pais","Código de participante","Ud es:","1. Entregaría recomendaciones de higiene oral a pacientes adultos","2. Entregaría recomendaciones de higiene oral a pacientes adultos","3. ¿Le entregaría recomendación de higiene oral a CADA paciente adulto?","4. ¿Cuánto tiempo dedicaría dando recomendaciones de higiene oral?","5. ¿Cómo entregaría sus consejos en higiene oral?","6. ¿Recomendaría enjuague bucal fluoridado como parte de una rutina diaria de higiene oral?","7. ¿Recomendaría el cepillado dental a todos los pacientes adultos?","8.a) Cuando recomienda el cepillado dental, ¿recomendaría usted un tipo de cepillo?","8.b) Cuando recomienda el cepillado dental, ¿recomendaría usted tamaño de la cabeza del cepillo?","8.c) Cuando recomienda el cepillado dental, ¿con qué frecuencia recomendaría usted cambiar el cepillo de dientes?","8.d) Cuando recomienda el cepillado dental, ¿con qué frecuencia recomendaría usted cepillar diariamente?","8.e) Cuando recomienda el cepillado dental, ¿cuánto tiempo recomendaría usted para cepillar?","8.f) Cuando recomienda el cepillado dental, ¿recomendaría usted una técnica de cepillado?","9. ¿Recomendaría el uso de pasta dental a todos los pacientes adultos?","10.a) Cuando recomienda pasta dental, ¿recomendaría usted un tipo de pasta dental?","10.b) Cuando recomienda pasta dental, ¿cual concentración de pasta dental recomendaría?","10.c) Cuando recomienda pasta dental, ¿cuanta cantidad de pasta de dientes a utilizar cada vez?","10.d) Cuando recomienda pasta dental, ¿que tipo de enjuage recomendaría?","11. ¿Recomendaría limpieza interdental a todos los pacientes adultos?","12.a) Cuando recomienda la limpieza interdental, ¿recomendaría un tipo de dispositivo interdental?","12.b) Cuando recomienda la limpieza interdental, ¿cada cuanto recomienda utilizarlo?","12.c) Cuando recomienda la limpieza interdental, ¿demostraría una técnica ?","Año de egreso de pregrado:","gadi kops beigsanas","Año egreso higienistas","Curso actual","Curso higienistas"," 13. La higiene oral juega un rol causal en muchas enfermedades orales."," 14. La persona promedio de mi país tiene buena salud oral."," 15. Modificaciones a la higiene oral pueden prevenir muchas enfermedades oral."," 16. La profilaxis profesional no tiene efecto sobre la salud oral de los individuos."," 17. Los dentistas no dan suficientes recomendaciones sobre higiene oral a sus pacientes."," 18. El personal dental (dentistas y auxiliares) desempeñan el mismo rol en brindar consejos de higiene oral a los pacientes."," 19. Consejos de salud bucal contradictorios pueden tener un efecto negativo en el comportamiento, la motivación y las actitudes de un individuo."," 20. La eliminación de las contradicciones en los mensajes de salud oral puede tener efectos positivos sobre la salud oral de los chilenos."," 21. Existen contradicciones entre los mensajes de salud oral entregados por  dentistas y personal auxiliar odontológico."," 22. Mejores consejos preventivos de profesionales de la odontología puede tener efectos positivos significativos sobre la salud de las personas.","23. En promedio, ¿cuantas clases, prácticos, conferencias, seminarios o tutorías ha tenido en consejos de higiene oral para los pacientes?","24. ¿Siente que ha tenido suficiente formación en este aspecto de la atención al paciente y la prevención de enfermedades?","25. En su opinión ¿qué formación adicional siente que es necesaria?","26. ¿Se siente seguro/a en la actualidad entregando recomendaciones de higiene oral a pacientes adultos?","27. ¿ Se siente seguro/a en la actualidad de ser capaz de modificar la higiene oral aconsejando a una persona?","28. Si su respuesta es “No” a las preguntas 26. y 27  ¿por qué?","Comentarios de respondente"
1,"9/11/2014 16:17:10","Chile","112D","Dentista","cuando usted sienta que es necesario","ocasionalmente","Si","8 minutos","Demostraciones","No","Si","manual","medio","1-3 meses",3,"3-5","Bass modificada o Stillman","Si","con fluor",5000,"tamaño arveja ","escupir la pasta de dientes, pero no enjuagar","No","ambos","2-3 veces a la semana","Si",2013,1,,,,"De acuerdo","Muy en desacuerdo","De acuerdo","De acuerdo","En desacuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","En desacuerdo","5-9","Si","Demostraciones prácticas, Experiencia con pacientes propios","Si","No","Falta de experiencia, pacientes olvidan los consejos proporcionados",
1,"9/14/2014 23:50:47","Chile","108E","Estudiante","como parte del cuidado regular de un paciente (es decir, siempre)","en cada cita","Si","5 minutos","Comunicación verbal, Demostraciones","No","Si","manual","pequeño","1-3 meses",3,"3-5","Bass modificada o Stillman","Si","con fluor","no recomendaría","no recomendaría","escupir la pasta de dientes, pero no enjuagar","No","ambos","1 vez al día","No",,,,5,,"Muy de acuerdo","En desacuerdo","Muy de acuerdo","En desacuerdo","De acuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","Muy de acuerdo","10-19","Si","Demostraciones prácticas, Observando a expertos entregando consejos a pacientes reales","Si","Si","falta de motivación del paciente",
1,"9/8/2014 21:06:35","Chile","65E","Estudiante","como parte del cuidado regular de un paciente (es decir, siempre)","en cada cita","Si","8 minutos","Comunicación verbal, Demostraciones, Instrucciones escritas, Vídeos","No","Si","manual","medio","3 meses",3,"3-5","Bass modificada o Stillman","Si","no recomendaría","1000-1500","no recomendaría","escupir la pasta de dientes, pero no enjuagar","Si","hilo dental","1 vez al día","No",,,,4,,"Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy de acuerdo","5-9","No","Observando a expertos entregando consejos a pacientes reales","Si","No","Falta de experiencia",
1,"9/14/2014 21:07:37","Chile","84E","Estudiante","como parte del cuidado regular de un paciente (es decir, siempre)","en cada cita","Si","5 minutos","Comunicación verbal, Demostraciones","No","Si","manual","pequeño","1-3 meses",3,"3-5","Bass o Stillman","Si","con fluor","no recomendaría","no recomendaría","escupir la pasta de dientes, pero no enjuagar",,"ambos","1 vez al día","Si",,,,5,,"De acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy de acuerdo","De acuerdo","Muy en desacuerdo","De acuerdo","De acuerdo","De acuerdo","Muy de acuerdo","0-4","Si",,"Si","Si",,
1,"9/14/2014 19:10:01","Chile","40D","Dentista","como parte del cuidado regular de un paciente (es decir, siempre)","en la primera y última cita del plan de tratamiento","Si","5 minutos","Comunicación verbal, Demostraciones","Si","Si","manual","pequeño","3 meses",3,"3-5","charters","Si","con fluor","1000-1500","tamaño arveja ","escupir la pasta de dientes, pero no enjuagar","Si","hilo dental","1 vez al día","No",2002,12,,,,"Muy de acuerdo","Muy en desacuerdo","De acuerdo","En desacuerdo","De acuerdo","De acuerdo","Muy de acuerdo","Muy de acuerdo","De acuerdo","Muy de acuerdo","5-9","Si","Experiencia con pacientes propios","Si","Si",,
1,"8/30/2014 11:49:47","Chile","153E","Estudiante","como parte del cuidado regular de un paciente (es decir, siempre)","en la primera y última cita del plan de tratamiento","Si","8 minutos","Comunicación verbal, Demostraciones","Si","Si","manual","medio","1-3 meses",3,"no recomendaría","recomendaría","Si","con fluor","1000-1500","tamaño arveja ","escupir la pasta de dientes, pero no enjuagar","Si","hilo dental","1 vez al día","Si",,,,4,,"De acuerdo","Muy en desacuerdo","De acuerdo","Muy en desacuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","Muy de acuerdo","20 y más","Si","Demostraciones prácticas, Experiencia con pacientes propios","Si","Si",,
1,"8/30/2014 11:55:48","Chile","152E","Estudiante","cuando usted sienta que es necesario","en cada cita","Si","5 minutos","Comunicación verbal, Demostraciones, Vídeos","No","Si","manual","pequeño","1-3 meses",3,"5 - 10","recomendaría","Si","con fluor",2500,"menos que tamaño arveja","escupir la pasta de dientes, pero no enjuagar","Si","ambos","1 vez al día","No",,,,4,,"Muy de acuerdo","En desacuerdo","De acuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","Muy de acuerdo","Muy de acuerdo","5-9","Si","Demostraciones prácticas","Si","Si",,
1,"8/30/2014 12:53:44","Chile","125E","Estudiante","cuando usted sienta que es necesario","en la primera y última cita del plan de tratamiento","No","5 minutos","Comunicación verbal, Demostraciones","No","Si","manual","medio","3 meses",3,"3-5","recomendaría","Si","con fluor","1000-1500","tamaño arveja ","escupir la pasta de dientes, pero no enjuagar","Si","ambos","2 veces al día","No",,,,4,,"Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","En desacuerdo","De acuerdo","De acuerdo","Muy de acuerdo","Muy de acuerdo","De acuerdo","Muy de acuerdo","0-4","No","Demostraciones prácticas, Observando a expertos entregando consejos a pacientes reales","No","No","Falta de enseñanza, Falta de conocimiento, Falta de experiencia",
1,"9/1/2014 10:28:09","Chile","97E","Estudiante","como parte del cuidado regular de un paciente (es decir, siempre)","en cada cita","Si","5 minutos","Demostraciones","No","Si","manual","medio","3 meses",3,2,"recomendaría","Si","con fluor","1000-1500","menos que tamaño arveja","escupir la pasta de dientes, pero no enjuagar","Si","hilo dental","1 vez al día","No",,,,5,,"Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","De acuerdo","Muy de acuerdo","Muy de acuerdo",,"Muy de acuerdo","10-19","Si","Observando a expertos entregando consejos a pacientes reales","Si","Si",,
1,"9/1/2014 14:23:02","Chile","94E","Estudiante","como parte del cuidado regular de un paciente (es decir, siempre)","ocasionalmente","Si","8 minutos","Comunicación verbal, Demostraciones","No","Si","manual","recomendaría","1-3 meses",3,2,"recomendaría","Si","con fluor",2500,"tamaño arveja ","escupir la pasta de dientes, pero no enjuagar","Si","ambos","1 vez al día","No",,,,5,,"Muy de acuerdo","Muy en desacuerdo","De acuerdo","En desacuerdo","De acuerdo","En desacuerdo","De acuerdo","De acuerdo","En desacuerdo","Muy de acuerdo","0-4","Si","Demostraciones prácticas","Si","No",,
1,"9/1/2014 14:27:01","Chile","93E","Estudiante","como parte del cuidado regular de un paciente (es decir, siempre)","en la primera y última cita del plan de tratamiento","Si","5 minutos","Comunicación verbal, Demostraciones","No","Si","manual","medio","3-6 meses",3,"no recomendaría","recomendaría","Si","con fluor","no recomendaría","tamaño arveja ","enjuagar la pasta de dientes con agua","No","ambos","1 vez al día","Si",,,,5,,"De acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy de acuerdo","De acuerdo","Muy en desacuerdo","De acuerdo","De acuerdo","De acuerdo","Muy de acuerdo","0-4","Si",,"Si","Si",,
1,"9/1/2014 14:54:03","Chile","92E","Estudiante","cuando usted sienta que es necesario","ocasionalmente","No","5 minutos","Comunicación verbal, Demostraciones","No","Si","manual","no recomendaría","3 meses",3,3,"recomendaría","Si","con fluor","depende del paciente","tamaño arveja ","escupir la pasta de dientes, pero no enjuagar","Si","hilo dental","1 vez al día","No",,,,5,,"Muy de acuerdo","En desacuerdo","Muy de acuerdo","Muy en desacuerdo","En desacuerdo","De acuerdo","De acuerdo","En desacuerdo","En desacuerdo","Muy de acuerdo","5-9","Si","Demostraciones prácticas, Observando a expertos entregando consejos a pacientes reales","Si","Si",,
1,"9/8/2014 10:45:30","Chile","71E","Estudiante","como parte del cuidado regular de un paciente (es decir, siempre)","ocasionalmente","Si","10 minutos o más","Comunicación verbal, Demostraciones","No","Si","manual","pequeño","3 meses",3,"5 - 10","recomendaría","Si","con fluor","1000-1500","menos que tamaño arveja","escupir la pasta de dientes, pero no enjuagar","Si","ambos","1 vez al día","No",,,,4,,"Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy en desacuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","Muy en desacuerdo","Muy de acuerdo","0-4","Si","Clases teóricas, Demostraciones prácticas, Observando a expertos entregando consejos a pacientes reales, Experiencia con pacientes propios","Si","Si",,
1,"9/8/2014 11:29:22","Chile","22E","Estudiante","como parte del cuidado regular de un paciente (es decir, siempre)","en cada cita","Si","10 minutos o más","Comunicación verbal, Demostraciones, Instrucciones escritas, Vídeos","Si","Si","manual","medio","3 meses",3,"recomendaría","recomendaría",,"con fluor","1000-1500","no recomendaría","escupir la pasta de dientes, pero no enjuagar","Si","ambos","con cada cepillado ","No",,,,5,,"Muy de acuerdo","En desacuerdo","Muy de acuerdo","Muy en desacuerdo","De acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","20 y más","Si","Observando a expertos entregando consejos a pacientes reales","Si","Si",,
1,"9/8/2014 11:35:04","Chile","66E","Estudiante","como parte del cuidado regular de un paciente (es decir, siempre)","ocasionalmente","Si","10 minutos o más","Comunicación verbal, Demostraciones, Instrucciones escritas, Vídeos","Si","Si","manual","pequeño","no recomendaría",3,"3-5","recomendaría","Si","no recomendaría","1000-1500","menos que tamaño arveja","escupir la pasta de dientes, pero no enjuagar","Si","hilo dental","1 vez al día","Si",,,,4,,"Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy en desacuerdo","De acuerdo","En desacuerdo","De acuerdo","Muy de acuerdo","Muy de acuerdo","De acuerdo","0-4","Si","Observando a expertos entregando consejos a pacientes reales","Si","Si",,
1,"9/8/2014 12:10:27","Chile","190E","Estudiante","como parte del cuidado regular de un paciente (es decir, siempre)","en la primera y última cita del plan de tratamiento","Si","5 minutos","Demostraciones","Si","Si","manual","medio","3 meses",3,3,"recomendaría","Si","con fluor","1000-1500","1/2 cabeza del cepillo","escupir la pasta de dientes, pero no enjuagar","Si","hilo dental","1 vez al día","No",,,,6,,"Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","En desacuerdo","Muy de acuerdo","En desacuerdo","Muy de acuerdo","Muy de acuerdo","De acuerdo","Muy de acuerdo","0-4","No","Clases teóricas, Observando a expertos entregando consejos a pacientes reales","Si","Si",,
1,"9/8/2014 12:18:49","Chile","130E","Estudiante","como parte del cuidado regular de un paciente (es decir, siempre)","ocasionalmente","Si","5 minutos","Comunicación verbal, Demostraciones","Si","Si","manual","medio","1-3 meses",3,"3-5","recomendaría","Si","con fluor","1000-1500","tamaño arveja ","escupir la pasta de dientes, pero no enjuagar","Si","recomendaría","con cada cepillado ","No",,,,4,,"Muy de acuerdo","En desacuerdo","Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","De acuerdo","Muy de acuerdo","Muy de acuerdo",,"Muy de acuerdo","0-4","No","Clases teóricas, Demostraciones prácticas, Observando a expertos entregando consejos a pacientes reales, Experiencia con pacientes propios","Si","No","Falta de enseñanza, Falta de conocimiento, Falta de experiencia",
1,"9/8/2014 15:09:30","Chile","39E","Estudiante","como parte del cuidado regular de un paciente (es decir, siempre)","en cada cita","Si","5 minutos","Comunicación verbal, Demostraciones, Instrucciones escritas, Vídeos","Si","Si","manual","medio","3 meses",3,"3-5","recomendaría","Si","con fluor","depende del paciente","no recomendaría","escupir la pasta de dientes, pero no enjuagar","Si","hilo dental","1 vez al día","Si",,,,4,,"Muy de acuerdo","En desacuerdo","De acuerdo","Muy en desacuerdo","En desacuerdo","De acuerdo","De acuerdo","En desacuerdo","De acuerdo","Muy de acuerdo","0-4","Si","Clases teóricas, Demostraciones prácticas, Observando a expertos entregando consejos a pacientes reales, Experiencia con pacientes propios","Si","Si",,
1,"9/8/2014 15:16:17","Chile","17D","Dentista","como parte del cuidado regular de un paciente (es decir, siempre)","en cada cita","Si","8 minutos","Comunicación verbal, Demostraciones","No","Si","manual","pequeño","1-3 meses",3,"no recomendaría","recomendaría","Si","con fluor","no recomendaría","tamaño arveja ","escupir la pasta de dientes, pero no enjuagar","Si","hilo dental","1 vez al día","Si",2009,5,,,,"Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","En desacuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","20 y más","Si","Experiencia con pacientes propios","Si","Si",,
1,"9/8/2014 15:32:55","Chile","165E","Estudiante","como parte del cuidado regular de un paciente (es decir, siempre)","en la primera y última cita del plan de tratamiento","Si","10 minutos o más","Comunicación verbal, Demostraciones, Instrucciones escritas","No","Si","manual","pequeño","1-3 meses",3,3,"recomendaría","Si","con fluor",2500,"menos que tamaño arveja","parcialmente","Si","hilo dental","1 vez al día","No",,,,4,,"Muy de acuerdo","En desacuerdo","Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","De acuerdo","Muy de acuerdo","De acuerdo","De acuerdo","Muy de acuerdo","10-19","Si","Observando a expertos entregando consejos a pacientes reales, Experiencia con pacientes propios","Si","Si",,
1,"9/8/2014 15:52:39","Chile","102E","Estudiante","como parte del cuidado regular de un paciente (es decir, siempre)","en la primera y última cita del plan de tratamiento","Si","5 minutos","Comunicación verbal, Demostraciones","No","Si","manual","medio","3 meses",3,3,"recomendaría","Si","con fluor","1000-1500","tamaño arveja ","no recomendaría","Si","hilo dental","1 vez al día","Si",,,,5,,"Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","En desacuerdo","De acuerdo","En desacuerdo","Muy de acuerdo","Muy de acuerdo","En desacuerdo","Muy de acuerdo","5-9","No","Demostraciones prácticas","Si","Si",,
1,"9/8/2014 16:37:52","Chile","134E","Estudiante","como parte del cuidado regular de un paciente (es decir, siempre)","ocasionalmente","No","8 minutos","Comunicación verbal, Demostraciones","No","Si","manual","medio","3 meses",3,1,"recomendaría","Si","con fluor","1000-1500","menos que tamaño arveja","escupir la pasta de dientes, pero no enjuagar","Si","hilo dental","con cada cepillado ","No",,,,4,,"Muy de acuerdo","En desacuerdo","Muy de acuerdo","En desacuerdo","Muy de acuerdo","De acuerdo","Muy de acuerdo","De acuerdo","De acuerdo","Muy de acuerdo","5-9","Si","Observando a expertos entregando consejos a pacientes reales","Si","Si",,
1,"9/8/2014 18:57:52","Chile","160E","Estudiante","como parte del cuidado regular de un paciente (es decir, siempre)","en la primera y última cita del plan de tratamiento","Si","10 minutos o más","Comunicación verbal, Vídeos","Si","Si","manual","pequeño","3-6 meses",3,3,"recomendaría","Si","con fluor","1000-1500","mas que tamaño arveja, menos que 1/2 cabeza","escupir la pasta de dientes, pero no enjuagar","Si","hilo dental","1 vez al día","No",,,,4,,"Muy de acuerdo","En desacuerdo","Muy de acuerdo","De acuerdo","De acuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","0-4","No","Clases teóricas, Demostraciones prácticas","Si","Si",,
1,"9/8/2014 19:02:44","Chile","104E","Estudiante","como parte del cuidado regular de un paciente (es decir, siempre)","en cada cita","Si","5 minutos","Comunicación verbal, Demostraciones, Vídeos","No","Si","manual","medio","1-3 meses",3,"no recomendaría","recomendaría","Si","con fluor","1000-1500","tamaño arveja ","no recomendaría","Si","hilo dental","1 vez al día","No",,,,5,,"Muy de acuerdo","En desacuerdo","Muy de acuerdo","En desacuerdo","De acuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","De acuerdo","De acuerdo","0-4","Si","Demostraciones prácticas, Observando a expertos entregando consejos a pacientes reales","Si","Si",,
1,"9/8/2014 19:19:52","Chile","157E","Estudiante","cuando usted sienta que es necesario","ocasionalmente","Si","5 minutos","Comunicación verbal, Demostraciones","No","Si","manual","pequeño","3 meses",3,3,"recomendaría","Si","con fluor","1500-3500","menos que tamaño arveja","escupir la pasta de dientes, pero no enjuagar","Si","hilo dental","1 vez al día","Si",,,,4,,"Muy de acuerdo","Muy en desacuerdo","De acuerdo","En desacuerdo","En desacuerdo","De acuerdo","De acuerdo","Muy de acuerdo","De acuerdo","Muy de acuerdo","0-4","Si","Clases teóricas, Demostraciones prácticas, Experiencia con pacientes propios","Si","Si",,
1,"9/8/2014 19:35:57","Chile","106E","Estudiante","como parte del cuidado regular de un paciente (es decir, siempre)","ocasionalmente","Si","8 minutos","Comunicación verbal, Demostraciones","No","Si","manual","no recomendaría","1-3 meses",3,2,"recomendaría","Si","con fluor",2500,"tamaño arveja ","escupir la pasta de dientes, pero no enjuagar","Si","ambos","1 vez al día","No",,,,5,,"Muy de acuerdo","En desacuerdo","De acuerdo","Muy en desacuerdo","En desacuerdo","En desacuerdo","De acuerdo","De acuerdo","En desacuerdo","Muy de acuerdo","0-4","Si","Clases teóricas, Demostraciones prácticas, Observando a expertos entregando consejos a pacientes reales, Experiencia con pacientes propios","Si","No",,
1,"9/8/2014 19:41:56","Chile","169E","Estudiante","como parte del cuidado regular de un paciente (es decir, siempre)","en cada cita","Si","5 minutos","Comunicación verbal, Demostraciones","Si","Si","manual","pequeño","3 meses",3,"5 - 10","recomendaría","Si","con fluor","1000-1500","tamaño arveja ","parcialmente","Si","hilo dental","no recomendaría","No",,,,4,,"Muy de acuerdo","En desacuerdo","Muy de acuerdo","Muy en desacuerdo","De acuerdo","En desacuerdo","Muy de acuerdo","Muy de acuerdo","En desacuerdo","Muy de acuerdo","5-9","Si","Experiencia con pacientes propios","Si","Si",,
1,"9/8/2014 19:44:50","Chile","168E","Estudiante","como parte del cuidado regular de un paciente (es decir, siempre)","en la primera y última cita del plan de tratamiento","Si","5 minutos","Comunicación verbal, Demostraciones","No","Si","manual","medio","3 meses",3,"3-5","recomendaría","Si","con fluor","1000-1500","no recomendaría","parcialmente","Si","hilo dental","3 veces al día","No",,,,4,,"Muy de acuerdo","En desacuerdo","Muy de acuerdo","En desacuerdo","En desacuerdo","Muy en desacuerdo","Muy de acuerdo","De acuerdo","De acuerdo","Muy de acuerdo","10-19","No","Clases teóricas, Demostraciones prácticas, Observando a expertos entregando consejos a pacientes reales, Experiencia con pacientes propios","Si","No",,
1,"9/8/2014 21:22:10","Chile","137E","Estudiante","como parte del cuidado regular de un paciente (es decir, siempre)","en la primera cita del plan de tratamiento","Si","1-2 minutos","Demostraciones","No","Si","recomendaría","pequeño","1-3 meses","no recomendaría","2-3","recomendaría","Si","con fluor","depende del paciente","menos que tamaño arveja","parcialmente","Si","hilo dental","1 vez al día","No",,,,4,,"De acuerdo","Muy en desacuerdo","Muy de acuerdo","En desacuerdo","De acuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","5-9","Si","Experiencia con pacientes propios","Si","Si",,
